61	61	5
-0.451137	-0.241454	-0.357042	-0.234048	-0.131882	
-0.143811	0.022913	-0.260843	-0.180631	-0.070686	
-0.370002	-0.025477	-0.145768	-0.277095	-0.134362	
-0.358805	-0.015437	-0.048463	-0.267188	-0.071266	
-0.320439	-0.095225	-0.184132	-0.313237	-0.001028	
-0.421916	-0.000333	-0.234508	-0.117286	-0.170852	
-0.434136	-0.127652	-0.192319	-0.263960	-0.131917	
-0.346457	-0.188312	-0.167924	-0.118829	0.096115	
-0.262864	0.084037	0.115180	-0.248470	-0.072301	
-0.533718	-0.117434	-0.229988	-0.330931	-0.162304	
-0.205270	-0.022311	-0.087425	-0.361552	-0.181825	
-0.298939	-0.101895	-0.176604	-0.207649	-0.119247	
-0.298825	-0.107630	-0.202826	-0.302781	-0.125784	
-0.349513	-0.126814	-0.199736	-0.238968	-0.156795	
-0.392291	-0.140378	-0.146119	-0.154403	0.012616	
-0.269394	-0.183784	-0.159964	-0.147615	-0.072039	
-0.432400	-0.050217	-0.045050	-0.286500	-0.061066	
-0.223595	-0.249525	-0.163276	-0.262749	0.129109	
-0.493635	-0.144206	-0.180303	-0.212063	0.232842	
-0.521885	-0.187229	-0.174716	-0.271853	-0.136176	
-0.227110	-0.150257	-0.019610	-0.074335	-0.019792	
-0.241437	-0.153874	-0.109565	-0.308328	0.186004	
-0.440560	-0.103655	-0.218264	-0.046176	0.245449	
-0.335468	0.099881	0.010638	0.037271	0.248540	
-0.298286	-0.073539	-0.062797	0.032909	0.366456	
-0.354065	-0.075982	-0.017184	0.199595	0.270325	
-0.344646	0.079783	0.026326	0.092395	0.432149	
0.005484	0.158149	0.145604	0.047916	0.219430	
0.277694	0.043975	-0.638394	0.419027	-0.130665	
0.677314	0.347215	-0.524503	0.099279	0.318869	
0.484945	-0.565301	0.804935	0.422521	-0.041594	
0.646346	0.315605	0.447845	0.025661	-0.125495	
-0.416889	0.705239	0.323549	0.296515	-0.053350	
-0.485738	-0.042731	0.173062	0.028498	-0.304399	
-0.246202	-0.160909	-0.062327	0.017046	-0.132716	
-0.393292	-0.052758	-0.171977	0.062917	0.196729	
-0.199169	-0.114195	-0.194126	0.018062	0.124736	
-0.509465	-0.048985	-0.121316	-0.282457	-0.177839	
-0.314824	0.013373	-0.254100	-0.220546	-0.048854	
-0.279608	-0.017934	-0.135099	-0.200692	0.066328	
-0.284609	-0.008737	-0.482171	-0.254857	-0.257808	
-0.367205	-0.040638	-0.110494	-0.267451	-0.158051	
-0.166776	-0.140581	-0.264738	-0.234761	-0.174376	
-0.240665	-0.227499	-0.103613	-0.238419	0.002488	
-0.308832	-0.136450	-0.241035	-0.214859	-0.145263	
-0.345414	-0.121645	-0.156271	-0.168260	-0.138258	
-0.267356	-0.033682	-0.171788	-0.210184	-0.041958	
-0.278531	-0.008019	-0.212407	-0.374077	-0.159225	
-0.019744	-0.041819	-0.355500	-0.339022	-0.221100	
-0.159132	0.010048	-0.237253	-0.250484	0.116218	
-0.121361	-0.101863	-0.360103	-0.423074	0.062832	
-0.236380	-0.110195	-0.372484	-0.433533	-0.205585	
-0.130649	-0.008545	-0.087567	-0.519194	-0.015025	
-0.275569	-0.053407	-0.115238	-0.233359	0.005613	
-0.021861	-0.068851	-0.261892	-0.346078	-0.048780	
-0.282398	0.059140	-0.252884	-0.188932	0.097114	
-0.346068	-0.173481	-0.408044	-0.281964	-0.050083	
-0.303680	0.023391	-0.063870	-0.274013	-0.158879	
-0.294920	0.030686	-0.040998	-0.398893	-0.188292	
0.045296	-0.181813	-0.052683	-0.337525	0.127398	
-0.319329	-0.295321	-0.368409	-0.168650	-0.309262	
-0.265279	0.510562	0.129475	-0.156351	0.272501	
-0.228629	0.139127	0.191141	-0.268374	-0.040708	
-0.244161	0.131983	0.112094	-0.064071	0.196268	
-0.230726	0.188994	0.408603	-0.224930	0.016090	
-0.141759	0.405309	0.239503	-0.042313	0.054069	
-0.166384	0.134025	0.101144	0.036037	0.315353	
-0.119881	0.348757	0.334222	-0.037004	0.238263	
-0.306088	0.431166	0.242936	-0.021162	0.044867	
-0.268247	0.309641	0.336953	-0.031958	0.255734	
-0.106670	0.291749	0.161548	-0.094340	0.299629	
-0.306514	0.296505	0.278952	-0.260134	-0.010743	
-0.123363	0.289508	0.092185	-0.209502	0.346313	
-0.363429	0.396911	0.154130	-0.012252	0.085345	
-0.149213	0.090776	0.118636	0.185937	0.282843	
-0.196645	0.374823	0.381185	-0.200763	0.365487	
-0.116223	0.367797	0.246886	-0.234308	0.134509	
-0.267879	0.261972	0.251861	-0.300133	0.303958	
-0.119811	0.410193	0.176326	0.138250	0.278681	
-0.342176	0.421190	0.198034	-0.081964	0.292477	
-0.157517	0.151526	0.323020	-0.160420	-0.013071	
-0.078496	0.312097	0.174482	-0.073645	0.436881	
-0.187824	0.172709	0.119862	-0.049944	0.312069	
-0.354307	0.209289	0.032685	-0.080076	0.343868	
-0.389275	0.137698	-0.097048	0.074211	0.188214	
-0.295221	0.202094	-0.081460	0.053817	0.131936	
-0.285522	-0.055149	0.045683	-0.170586	0.148141	
0.115115	0.304281	-0.056710	-0.068412	0.212375	
-0.305040	-0.276129	-0.052319	-0.354687	-0.186105	
-0.270287	-0.618737	-0.574713	-0.132619	0.677551	
