61	61	5
0.170643	0.156387	-0.157895	-0.063701	-0.141992	
-0.160516	0.055055	0.119614	0.099747	-0.185738	
-0.035817	-0.036482	0.002852	0.017444	-0.009852	
0.119616	-0.024142	0.096129	-0.029837	-0.174006	
-0.079933	-0.004882	0.071390	-0.052999	-0.293987	
-0.115926	0.010021	0.008922	-0.114569	-0.174352	
0.033306	0.155217	0.039740	-0.175512	-0.162294	
-0.042766	-0.067201	0.007619	-0.120603	-0.193417	
0.096892	-0.103514	0.041337	-0.216025	0.105598	
-0.006518	0.163241	-0.017805	-0.329294	-0.143172	
0.085439	-0.059598	-0.055708	-0.012582	-0.118310	
-0.012998	0.043220	0.068545	0.098256	0.102755	
-0.149289	0.023093	0.105769	0.026808	0.017581	
0.055259	0.229223	0.014519	-0.188771	0.005192	
-0.041722	0.176464	0.088419	-0.082133	-0.017435	
-0.016852	0.135122	0.170675	-0.030158	0.037346	
-0.074447	-0.070656	0.112898	0.025620	0.038578	
-0.015928	0.224995	0.035125	-0.004741	-0.108092	
-0.029374	0.125150	0.041031	0.033856	-0.028119	
0.046506	0.055089	0.071309	0.042513	-0.131123	
0.091542	0.003567	0.095913	0.001125	0.065469	
-0.063458	0.076376	0.184352	0.061905	0.037028	
-0.221754	0.173515	0.063695	0.007342	-0.109817	
-0.048229	0.157273	0.183512	0.065422	0.096416	
-0.151253	0.184705	0.179607	0.071361	0.087536	
-0.219829	0.189793	0.051217	-0.053274	-0.005024	
-0.372114	-0.042461	0.049316	0.060645	0.124364	
-0.196850	0.015693	0.097186	0.150423	0.115579	
-0.315006	-0.507150	-0.230155	0.076452	-0.192483	
0.427339	0.052351	0.479391	0.334992	0.285389	
0.135959	0.136589	-0.820295	0.589464	0.935848	
0.276211	-0.487095	0.476362	-0.750708	-0.091663	
-0.018205	-0.463565	0.049120	-0.007845	-0.140002	
-0.157336	0.144828	0.068987	0.107031	-0.102088	
0.075332	-0.015283	0.099323	0.100896	-0.304067	
0.028462	0.155188	0.229248	-0.061917	-0.373295	
0.005504	0.034006	0.117356	-0.144575	-0.184903	
0.070195	0.149312	0.111007	0.036028	-0.071621	
0.027568	0.104441	0.251246	-0.045335	-0.119231	
-0.134701	0.148572	0.107770	-0.058114	-0.165085	
-0.053027	0.048212	0.036543	0.030399	-0.265164	
-0.061693	0.171462	0.029125	0.031026	-0.130121	
0.058164	0.342035	0.100850	-0.049428	-0.214228	
-0.052665	0.030264	-0.005164	0.084140	-0.248707	
0.005503	0.158027	0.127523	0.036246	-0.285649	
-0.073634	0.197617	0.156490	0.108081	-0.138529	
-0.188671	0.086429	0.221777	0.011525	-0.244643	
0.031478	0.145570	0.031489	-0.051298	-0.117455	
-0.211118	0.202017	0.212725	-0.016994	-0.220939	
-0.008032	0.173518	0.166036	0.015332	-0.300203	
-0.047463	0.080175	0.243210	-0.050633	-0.107329	
0.010505	0.110307	0.180564	0.010672	-0.143947	
-0.029558	0.062977	0.328184	-0.041187	-0.138932	
0.156786	0.101161	0.063408	-0.102686	-0.227272	
-0.027935	0.093521	0.214599	0.005543	-0.171810	
-0.205254	0.208580	0.090248	0.020033	-0.258119	
-0.041510	0.216248	0.195919	-0.187439	-0.370953	
-0.090529	0.259120	0.192858	-0.052941	-0.320696	
-0.003348	0.216317	-0.039727	-0.067333	-0.244138	
0.005759	0.112487	0.236530	0.107626	-0.023744	
-0.092502	0.204929	0.150249	-0.045922	-0.309825	
0.050379	0.135673	-0.297164	-0.020404	0.050748	
0.040278	0.083065	-0.062015	-0.012098	0.048131	
-0.063708	0.051732	-0.139376	0.082210	0.029322	
-0.057208	0.198452	-0.051729	-0.120002	-0.059484	
-0.225544	0.097786	0.111953	0.034421	0.057660	
-0.020194	-0.141158	0.082919	-0.213320	0.067081	
0.007620	0.230518	-0.035696	0.029113	0.102879	
0.029043	0.094742	-0.025574	-0.153203	0.051857	
-0.040733	0.215789	-0.202459	-0.014587	0.113924	
0.104847	0.127494	-0.092748	-0.080458	0.139029	
0.056746	0.073156	-0.257317	-0.072065	-0.054879	
-0.206726	0.116125	-0.050301	0.067620	-0.033102	
0.017646	-0.020174	0.139707	-0.342965	-0.063450	
0.042274	0.127403	0.071749	-0.182494	0.017664	
0.137013	0.265734	0.048901	-0.014562	0.016600	
-0.014534	0.135270	-0.091211	0.017452	-0.008567	
-0.107101	0.044956	-0.106397	-0.122827	0.235708	
-0.073006	0.225783	-0.132838	0.105650	0.283162	
-0.009882	0.095266	-0.055991	0.017217	0.130351	
0.005522	-0.026508	0.068333	-0.109817	0.061518	
-0.030832	0.055100	0.133247	-0.112819	-0.028000	
-0.033889	0.047062	-0.042732	-0.041967	0.087554	
-0.123846	0.097196	-0.147412	0.058028	0.097193	
0.041676	0.008014	-0.023318	-0.103478	-0.015372	
-0.047187	0.131041	-0.009603	-0.073413	-0.016101	
-0.040482	-0.135567	0.185958	-0.101170	-0.093636	
0.394292	0.000423	0.217297	0.144349	0.073495	
0.303688	-0.090622	0.135039	-0.084650	-0.032416	
-0.067507	-0.206295	-0.143746	0.005224	-0.677202	
-0.465398	-0.343213	0.363916	-0.048473	0.083365	
0.480333	-1.187952	-0.289797	0.897294	0.294849	
0.041453	0.480996	0.313485	0.147209	-0.249491	
0.170148	0.305921	0.076646	0.059731	0.021358	
0.025898	0.151817	0.125358	-0.226769	0.049897	
-0.068874	0.182505	-0.078519	-0.117624	-0.171730	
0.003287	0.153788	0.090805	-0.161376	-0.012943	
-0.228231	0.212563	-0.016963	-0.234810	-0.034808	
-0.091721	0.338927	0.027154	-0.219061	0.046245	
-0.244070	0.280146	0.026644	-0.039561	0.039459	
-0.034575	0.312205	-0.104188	-0.201551	0.103889	
-0.113674	0.152448	-0.011282	-0.229223	0.056210	
-0.053658	0.262186	-0.126947	-0.240027	0.124833	
0.030721	0.307122	-0.082944	-0.155338	0.061629	
-0.139144	0.190016	-0.105733	-0.212098	0.037118	
0.021724	0.206972	0.012094	-0.304147	0.132826	
-0.034309	0.293452	-0.082268	-0.192382	0.008057	
-0.211345	0.234081	-0.096075	-0.137676	0.090377	
-0.072240	0.211249	0.004410	-0.271476	0.132686	
-0.039332	0.231676	-0.077980	-0.288060	0.149203	
-0.165311	0.364055	-0.060733	-0.198028	0.111444	
-0.112250	0.324137	-0.124848	-0.183698	0.013712	
-0.161064	0.253016	0.074423	-0.258427	0.116546	
-0.067275	0.335679	-0.110187	-0.284732	-0.090083	
-0.143674	0.215925	-0.193103	-0.165794	0.045382	
-0.084239	0.303555	0.041086	-0.171685	0.168248	
-0.128776	0.376752	-0.070918	-0.260965	0.016865	
-0.181253	0.350476	0.009964	-0.337030	0.063270	
-0.118591	0.316778	-0.103830	-0.234682	0.125098	
-0.082152	0.202068	-0.024454	-0.123247	0.049839	
-0.121453	0.219592	-0.016777	-0.165507	0.113088	
-0.102577	0.379254	0.027676	-0.216636	0.196505	
